"RC1","RC2","RC3","phenotype"
0.736235740060927,-0.352064244689145,0.289250798771814,"Cancer"
1.03600620856495,-2.0090707956146,2.41125587761284,"Cancer"
-0.20114796292625,-1.31339661699231,0.448832141079481,"Cancer"
2.61437517832451,0.387369872261246,2.409093541284,"Cancer"
-0.0810624849455979,-1.6522139801279,1.38373822529871,"Cancer"
2.26798794264986,0.957210766535509,2.27654005806233,"Cancer"
2.15536539065806,-2.97698081309244,0.649539519542287,"Cancer"
0.507976686102867,-1.93055714537705,0.345611414410747,"Cancer"
0.453442133161961,-0.431371058854792,1.83675677550063,"Cancer"
2.15276845241283,-2.48096319353621,2.10604022513,"Cancer"
0.607761748830115,-2.74343776739204,2.92025760261672,"Cancer"
0.674171688466465,-1.44783635871038,3.86448778747252,"Cancer"
2.25958820705258,-2.77417823456315,2.19411493451364,"Cancer"
1.75572103891024,-0.509461514604014,-0.13420418216319,"Cancer"
1.48897372704134,-1.26926704158875,3.71862232844696,"Cancer"
-0.610023480914477,-0.76060863446711,-1.32214472151979,"Control"
-0.602881082962361,-1.47133837706519,-0.90479370711924,"Control"
0.510394985465433,1.61221032738526,-0.228191139383254,"Control"
1.12887550694926,-2.33683840888195,0.800736004006434,"Control"
0.651222989331593,0.103498093958339,-1.20935172299299,"Control"
-0.280486135810291,-0.692435048155048,0.00870605742464176,"Control"
-1.23906560346366,-0.255336205812199,-0.48605174815506,"Control"
-1.02089347270611,0.320764544568661,-1.11712739858253,"Control"
-1.50044008840898,-0.14105765018542,0.879997290388081,"Control"
-0.390035943046939,1.14850265558725,-0.98048106968098,"Control"
-0.950261888689748,0.238826291167715,-0.769921582165347,"Control"
1.41454267659994,-1.4135548213338,-1.4524099987941,"Control"
1.97070427261745,0.776454851141457,-1.30032542257686,"Control"
-0.405569595568096,0.844463324874526,-0.250066735261263,"Control"
-1.19529987072159,0.167492990588757,1.34774037565606,"Control"
0.608207755054726,-0.5282877645647,-0.126886014302082,"Control"
-1.15198214037493,0.622729415841279,-1.17511650615996,"Control"
0.166709130747444,0.408094404466256,-0.0670406702587849,"Control"
0.337563302687432,-0.9881943959102,-1.42252275492338,"Control"
-1.22851493584577,0.7648851729029,1.18701628672472,"Control"
0.047426503159107,0.257260580683392,0.480080499219975,"Control"
-1.02882588282171,0.143902518608599,-0.335428877498044,"Control"
2.32518026679135,1.39793246344851,-0.875146115050359,"Control"
0.373283744221411,-0.368550259704895,-1.22353934548209,"Control"
-0.871330208332045,-1.50073684981666,-1.39795924957878,"Control"
0.56233260016111,0.609041860419228,-0.262835794885427,"Control"
0.668349504408544,0.805478006310743,-1.65678833919977,"Control"
-0.182641113516462,0.929998761103459,0.483190292423597,"Control"
-1.22851493584577,0.7648851729029,1.18701628672472,"Control"
0.537844314516607,-1.82297504601289,-0.953421623572232,"Control"
-1.24745685803271,-1.270105279123,0.661713600665207,"Control"
-1.22037163414297,0.66589400775289,-0.104201276235699,"Control"
-1.02089347270611,0.320764544568661,-1.11712739858253,"Control"
2.33072663024891,1.79495891785473,-0.709862972423065,"Control"
-0.255758378327776,0.136722168950015,-0.387446372117358,"Control"
-0.420310063987016,-0.077681015924033,-0.749611782766274,"Control"
-0.761905034418828,0.426650417388036,-1.53619477341389,"Control"
1.07900860461298,-4.19816149564989e-05,-1.3522866202611,"Control"
0.477635183730408,-0.489188189680405,-0.520752700592316,"Control"
0.534676736723336,0.226217541662987,2.42280004799355,"Control"
-0.283216188407189,0.855287614560304,-0.892406360297336,"Control"
-0.944931316783322,1.73178375562669,-1.55953922548914,"Control"
1.99577603603883,0.278053833977324,0.151616229314898,"Control"
-0.806523636888188,-0.849441595537421,0.735346032689172,"Control"
-1.1084357802483,-1.39520812443556,-0.0619958128418616,"Control"
0.0325815920287529,0.613055437521878,-1.76966920621888,"Control"
1.0056647061925,-0.567701839917947,1.54489176260978,"Control"
1.03761317650697,-0.693272063721684,-0.8747644022481,"Control"
0.224193108900684,-0.198047608093564,0.0635978168663357,"Control"
-1.24166254170889,0.240681413744026,0.970448957432651,"Control"
0.412760854758802,-0.286076672983314,-1.21219441625814,"Control"
-0.378111785488683,0.125897879264237,0.254893252918714,"Control"
-1.26673430513027,0.73908243090816,-0.48149269445911,"Control"
-0.368372449291339,-1.08084948289007,-0.784256438268447,"Control"
0.0877689693615027,-0.568962382337232,-0.669193475214307,"Control"
0.657820156047722,1.12463359990691,0.581410887472435,"Control"
0.280882174926507,-0.871703570268838,-0.0711339883505183,"Control"
-0.305023192317605,0.692940316939762,0.518121452083828,"Control"
0.409361066121258,0.699592133491368,-1.23772096436841,"Control"
-0.426997198549983,-2.06574197270576,-1.29880026944454,"Control"
0.868854843341603,-0.0120345484047308,1.08744363330778,"Control"
1.19637902687063,0.726964356073201,0.408856124002327,"Control"
-0.0854022281181713,-2.57007340601783,-0.512217278796924,"Control"
-0.686775649000748,-3.05921961408328,0.319316640871855,"Control"
-0.269476623738945,1.16569337791079,1.31570726456864,"Control"
0.505064413559007,0.119252862926289,0.561426503940539,"Control"
-1.01013191350102,1.06513273217369,0.0464215944213169,"Control"
-1.18439435510679,0.730470411236965,0.146186658606685,"Control"
2.04473564527136,-0.291152208734171,-0.927593058049404,"Control"
-0.740022168047792,0.638065015588514,-0.619298711508331,"Control"
0.856782221140084,1.042369433111,-0.0956376561615876,"Control"
-1.04313118707406,0.566593904435074,0.84059829144106,"Control"
0.586812404777374,0.324438839063481,-0.802440438567578,"Control"
0.280890655954745,1.84491635751902,1.15905648401844,"Control"
-0.264885101856752,-3.05594834465025,0.375525124922693,"Control"
-0.17424985894742,1.94476783441426,-0.66457505639667,"Control"
-1.06964219035145,0.614117396170084,-0.54743715309416,"Control"
0.231665728191772,0.252570205163887,0.956670773612692,"Control"
-1.15991455049052,0.445867389881218,-0.393417985075465,"Control"
-0.12491766352521,-1.27900294078341,-0.472909478680088,"Control"
-1.23906560346366,-0.255336205812199,-0.48605174815506,"Control"
1.39028224459911,1.31181493669974,-0.192133924618924,"Control"
0.344160469403561,0.0329411100383679,0.368239855542047,"Control"
1.64061128483911,1.77955727105744,1.01589384222295,"Control"
-0.544801564939704,1.24541936129715,0.983161720121734,"Control"
-1.1657003857861,1.65170062480205,0.528037130526046,"Control"
-0.460240843924971,-0.141343292174638,-0.882305142023008,"Control"
1.7881332536421,-0.6172025099997,-1.45550734692983,"Control"
2.0853410612139,-0.485513895185585,-0.20606574057736,"Control"
2.05225421047745,-0.119748937087879,0.526403465973971,"Control"
-0.544810045967942,-1.47120056649071,-0.247028752247222,"Control"
-0.91985955336194,1.23338273846256,-0.107597573597378,"Control"
1.11754330819612,-1.52803162836733,1.55690797698065,"Control"
1.03761317650697,-0.693272063721684,-0.8747644022481,"Control"
0.29541175175823,0.326293961639792,0.93793010103042,"Control"
-1.25938101559096,-0.247500502799992,-0.573660721934487,"Control"
-0.364964179625557,0.650101638423112,0.471460582210781,"Control"
0.226219407597871,0.85910974046986,0.526818077256692,"Control"
0.288814585042101,-0.694841544308777,-0.852832509435008,"Control"
1.15896250797844,0.211510427160003,0.222374396516483,"Control"
0.297797798416261,0.106129533193637,-0.00905156268136369,"Control"
0.373759954339053,1.51714874425167,-0.451463389587969,"Control"
1.31120705408659,0.659678641586256,2.04265618658821,"Control"
0.0796256676587113,-0.469971217187223,0.62202408774611,"Control"
-0.503414617861925,-0.777970484383981,-0.724550970260218,"Control"
-1.17884799164923,1.12749686564318,0.311469801233979,"Control"
0.0276880529630338,0.533197249778813,0.656668743248284,"Control"
1.39028224459911,1.31181493669974,-0.192133924618924,"Control"
-0.578401278346097,-1.75594139842094,-1.44439835080139,"Control"
-1.36696537408213,-0.663186949904193,-0.00899526574628122,"Control"
-1.20346449168146,-1.0728928165725,-1.2723093229355,"Control"
0.352084398490916,-2.50681679178943,-1.6436491379114,"Control"
-0.465998098969731,-0.262516555470783,-0.538069242774375,"Control"
-1.57720509472409,-1.06242567432499,-0.159618136403297,"Control"
0.363740412570924,-2.15279603326331,0.0710549775412584,"Control"
-0.153157004739863,1.2685906640566,1.45137054099393,"Control"
-0.547535198600901,-0.743555722718046,0.316278657857815,"Control"
1.09614795791877,-0.675305024739151,0.881353552715155,"Control"
0.75068945443203,0.796865986639549,-1.02910898613397,"Control"
0.516180820761008,0.406377092464426,-1.14964625498477,"Control"
1.97545214288329,-2.43073039079833,-1.16618321683349,"Control"
2.15134450832391,-0.308514058651042,-0.329999306789832,"Control"
0.629092170094307,-1.22167674270295,-2.26969999903871,"Control"
1.04659638988113,0.10769901378073,-0.0309834554944551,"Control"
1.98465472887289,0.811007423381874,0.398269160413187,"Control"
-0.389233092654623,0.658851468668788,0.501546184017004,"Control"
-0.198274400174536,-0.469419843609804,-0.256807884992238,"Control"
0.750173358087532,1.05973128302787,-0.69323140742116,"Control"
-0.390035943046939,1.14850265558725,-0.98048106968098,"Control"
-1.44295611025574,-0.74719966274524,1.0106357775132,"Control"
2.19409159912253,1.69989733472113,-0.933135222627781,"Control"
2.12048690960695,1.39572019343393,-0.860485843080081,"Control"
0.322277603032525,-0.17847348816211,-0.548656206363514,"Control"
1.89970935957594,-1.40098286517857,-0.00309995943385175,"Control"
0.453126798863329,1.12242132989232,0.596071159442712,"Control"
-1.29100321815934,0.747832261153836,-0.451407092652887,"Control"
-0.999010606335079,0.532179142769138,-0.200231336676973,"Control"
-0.0875011446330166,-0.763549011870215,-0.286427751194244,"Control"
0.254458748812524,-1.68848386437015,-1.39746194241733,"Control"
-1.15198214037493,0.622729415841279,-1.17511650615996,"Control"
0.494258440691698,-0.901585936416277,2.04876505109675,"Control"
0.332828270650423,0.841747890552989,1.12441182851626,"Control"
-1.03461171811728,1.34973575352944,0.586026238103467,"Control"
-1.15991455049052,0.445867389881218,-0.393417985075465,"Control"
0.471385604017446,0.698815816832381,-0.697650585082042,"Control"
-0.842124748670393,-0.0318849847771233,1.52160360746961,"Control"
-1.31346030514272,-1.44710511565754,0.785647166877679,"Control"
1.7525321418599,0.200354100760598,-0.66924977214939,"Control"
-0.534387592737775,-0.219351963559172,0.532845987149882,"Control"
0.379761581185765,-0.78461550072193,-0.418017719238394,"Control"
-0.517935713665409,0.740651911495252,-0.503424587272201,"Control"
0.641483653134249,1.31024545611264,-0.170202031805832,"Control"
2.20282685963044,1.38710817376273,-0.232806490014287,"Control"
0.133920748761605,-0.366297614382431,0.217616984885031,"Control"
0.309129997169398,-0.702677247320984,-0.765223535655581,"Control"
-1.54953639305748,-2.05684431104535,-0.164177190099248,"Control"
-1.11376277109042,0.648532157836019,0.493392475023873,"Control"
1.09295906086843,0.0345105906254604,0.346307962728955,"Control"
0.503856315545729,-0.40764983458919,-0.829672659191855,"Control"
-1.02089347270611,0.320764544568661,-1.11712739858253,"Control"
-0.91985955336194,1.23338273846256,-0.107597573597378,"Control"
-1.34248556946587,-0.94778997125994,-0.548599909428432,"Control"
-1.20606142992669,-0.576875197016272,0.184191382652211,"Control"
-0.765237441623991,-1.25523340334521,-0.464487919606396,"Control"
-1.36696537408213,-0.663186949904193,-0.00899526574628122,"Control"
0.50484862200787,1.21518387297905,-0.393474282010548,"Control"
-0.245723807054376,1.41980884405344,1.62149924147523,"Control"
0.359822336312449,0.10535321653465,0.531018816605004,"Control"
1.18263946220239,0.416558592722713,-1.79925750086365,"Control"
-0.41104009656504,0.496504171048246,1.91207399639817,"Control"
1.61091412583026,0.82147456562938,1.51096034694539,"Control"
-0.923267823027722,-0.497568382850625,-1.36331459407661,"Control"
0.965059290249956,-0.373340153466533,0.823364445137734,"Control"
1.38481174360217,0.963855782873458,1.97000680704051,"Control"
-1.10243057233728,-0.160274622678602,-0.262779497950345,"Control"
-0.323577232547777,-1.37328820725802,-1.23625210817117,"Control"
-1.11376277109042,0.648532157836019,0.493392475023873,"Control"
0.319680664787296,0.317544131394115,0.907844499224197,"Control"
0.333609801785663,-0.987280268676731,-1.30482817933773,"Control"
0.338366153079747,-1.47784558282866,0.0595044987746024,"Control"
-0.968744966423239,-0.958257113507445,-1.66129109596063,"Control"
0.711499097942456,0.487606509387833,0.777450917052873,"Control"
-1.07816165930822,-0.169024452924279,-0.292865099756568,"Control"
0.344160469403561,0.0329411100383679,0.368239855542047,"Control"
1.52324086258146,1.05255093336929,-0.745248902040474,"Control"
0.565005400866958,0.162091541442939,0.608087373813586,"Control"
0.592674102533569,-0.83232709527742,0.603528320117635,"Control"
0.662555188084731,-0.705308686556282,-1.96552369596721,"Control"
0.0877689693615027,-0.568962382337232,-0.669193475214307,"Control"
-1.15436818703296,0.842893844287433,-0.228134842448171,"Control"
0.43443282954264,0.201191116327234,0.214220687523352,"Control"
0.322277603032525,-0.17847348816211,-0.548656206363514,"Control"
-1.05968348153867,1.84813677069357,-0.865915413788294,"Control"
-1.43535486785018,-0.620022357992581,1.06191996417797,"Control"
-0.553536825447613,1.55820852225555,0.282832987508239,"Control"
-0.553536825447613,1.55820852225555,0.282832987508239,"Control"
0.367497908925836,0.837282975215942,-0.302084229880577,"Control"
0.412760854758802,-0.286076672983314,-1.21219441625814,"Control"
-1.44057006359771,-0.967364091191394,0.0636541138014182,"Control"
2.1236758066573,0.685904578069317,-0.325440253093881,"Control"
1.09534510752646,-0.185653837820694,-0.600673700982829,"Control"
-0.485510660704714,-0.744332039377033,0.856349037144183,"Control"
1.43355198021926,-2.04611699651583,0.170126089183177,"Control"
-1.56086859181062,-1.24803753053073,0.59199478287497,"Control"
-1.15991455049052,0.445867389881218,-0.393417985075465,"Control"
-1.10561946938763,0.54954099268601,-0.797825087936545,"Control"
0.388281050142537,-0.0014736516275671,-0.672589772575986,"Control"
1.96831822595942,0.996619279587612,-0.35334375886508,"Control"
-1.29100321815934,0.747832261153836,-0.451407092652887,"Control"
0.657820156047722,1.12463359990691,0.581410887472435,"Control"
-0.640297601854555,-1.98679230597839,-1.09127543460508,"Control"
-1.13564563746146,0.437117559635541,-0.423503586881688,"Control"
-0.571804111629968,-0.734805892472369,0.346364259664038,"Control"
-0.939069619027127,0.575017821285789,-0.153570466803926,"Control"
0.976214874728893,0.386383803312257,-1.75235266403682,"Control"
-1.24485143875924,0.950497029108637,0.435403367446451,"Control"
0.529328426624134,0.930580851623301,-0.933078925692698,"Control"
-1.10797693579485,-0.557301077084818,-0.428062640577639,"Control"
0.538063687132043,0.617791690664904,-0.232750193079204,"Control"
0.199924195871617,-0.189297777847888,0.0936834186725588,"Control"
2.03578949317625,0.297490143334296,-1.11840274878697,"Control"
0.488512119094397,1.40079572918479,-1.14508720128881,"Control"
0.186445422298461,-0.763186258214164,0.710098797129755,"Control"
-0.52032176032344,0.960816339941406,0.443557076439583,"Control"
-0.35963718878343,-1.39363864384846,-0.083927705654953,"Control"
-0.944931316783322,1.73178375562669,-1.55953922548914,"Control"
0.218857637030319,-0.87092725360985,-0.611204367636886,"Control"
-0.501523348291317,0.604107355869451,2.57561220629279,"Control"
0.422508671984384,1.22379589265024,-1.02115363507634,"Control"
-1.26354540807993,0.029266815543548,0.0535528955270905,"Control"
1.28924832525494,0.399196742805842,-1.20166374960408,"Control"
-0.917186752656092,0.786432419486267,0.763325595101635,"Control"
-0.174469231562856,-0.495998902263532,-1.3852464868897,"Control"
2.10654929158035,-0.0160753342830874,0.121996363112892,"Control"
0.526731488378906,1.42659847117953,0.523421779895013,"Control"
0.684761869782637,0.668933450684942,1.42224845436522,"Control"
-1.25540210637714,-0.0697243496064617,-1.23766466743333,"Control"
-1.36141901062457,-0.266160495497977,0.156287876881013,"Control"
0.44711310992408,-2.82913209965249,-0.43333562781776,"Control"
0.13472359915392,-0.855948801300888,1.69964423858302,"Control"
0.897240436029955,-1.88335052967457,-0.0254412909160778,"Control"
-0.539015729644129,0.0395861263763168,0.0617066045202221,"Control"
1.41714809587341,0.807047486897836,-1.67872023201286,"Control"
-1.162759441602,-0.171875229023368,0.919630506372096,"Control"
0.768593411589241,0.830504431646496,0.551791021270428,"Control"
1.18323142100751,0.202760596914327,0.19228879471026,"Control"
0.483041618097453,1.05283657535851,1.01705353037062,"Control"
-1.01013191350102,1.06513273217369,0.0464215944213169,"Control"
-0.906711947498813,1.75758649762143,0.108969755694689,"Control"
-1.02587645760937,1.03694659257104,1.28635497071696,"Control"
-1.36141901062457,-0.266160495497977,0.156287876881013,"Control"
0.43443282954264,0.201191116327234,0.214220687523352,"Control"
-1.21163637363507,0.353104846794494,0.596127456377795,"Control"
0.333609801785663,-0.987280268676731,-1.30482817933773,"Control"
0.0632891647452383,-0.284359360981485,-0.129588831532157,"Control"
-1.12169518120602,0.471670131875958,1.27509099610836,"Control"
-1.2798819109934,0.214878671749285,-0.698060023751176,"Control"
-1.09656887458109,-1.3170405570195,1.14318926073487,"Control"
1.99236776637305,-1.45289728733586,-1.10410079116433,"Control"
-0.602069751541808,0.755630363804215,1.8074240189477,"Control"
0.309129997169398,-0.702677247320984,-0.765223535655581,"Control"
0.504372411890228,-0.670515130977513,-1.16555023790467,"Control"
0.280890655954745,1.84491635751902,1.15905648401844,"Control"
0.684761869782637,0.668933450684942,1.42224845436522,"Control"
-0.923267823027722,-0.497568382850625,-1.36331459407661,"Control"
0.246286866858918,-0.262486201003157,0.470974836895969,"Control"
0.460728041268893,1.24959863464498,0.647355346107485,"Control"
1.89235607003662,-0.414399931470417,0.0890680680415259,"Control"
1.17424820763335,-0.598210480588087,-0.651492152043384,"Control"
1.61899656194632,0.191517138007834,-0.380332012535575,"Control"
-0.936986068438891,0.531402826110151,0.339839042609395,"Control"
0.553597339653201,0.921831021377624,-0.963164527498921,"Control"
-1.11376277109042,0.648532157836019,0.493392475023873,"Control"
-0.399994651859719,-0.0855167189362404,-0.662002808986846,"Control"
1.13174906970098,-1.49286163549945,0.0950959779347152,"Control"
-0.337295477958946,-0.344316998297247,0.466901528514831,"Control"
0.711432120117793,-1.23028876237414,-1.64202064597291,"Control"
-1.13564563746146,0.437117559635541,-0.423503586881688,"Control"
1.79127989567529,-0.70814474351685,0.776698071799582,"Control"
-0.176607325354637,0.837925764643433,-0.294812609037764,"Control"
-1.12691037695355,0.124328398677145,0.276825145731806,"Control"
-0.375514847243455,-0.370119740291988,-1.201607452669,"Control"
1.85675495825442,0.403156679289881,0.875325642821966,"Control"
0.428886466085077,-0.195835338078981,0.0489375448960576,"Control"
0.43443282954264,0.201191116327234,0.214220687523352,"Control"
0.630090621425762,-0.316873166364222,0.790010047603479,"Control"
0.65441188638194,-0.606317521406273,-0.674306133006794,"Control"
-1.11376277109042,0.648532157836019,0.493392475023873,"Control"
-0.424263564888786,-0.0767668886905639,-0.631917207180623,"Control"
-0.761905034418828,0.426650417388036,-1.53619477341389,"Control"
0.0410487090584143,1.67689181141262,-0.590010680752425,"Control"
-1.28781432110899,0.0380166457892244,0.0836384973333135,"Control"
-0.0705145586465831,1.08342921111488,0.638658720934621,"Control"
-1.27785561229621,1.27203602031271,-0.23483976336082,"Control"
0.349706832861123,0.429967564444583,0.533522998169341,"Control"
0.194377832414055,-0.586324232254103,-0.0715997239547354,"Control"
0.556786236703547,0.212015406013012,-0.428118937512721,"Control"
-1.40757079002467,-0.468825263452779,-0.730522583218325,"Control"
-1.50384835807476,-1.8720087714986,-0.375719730091147,"Control"
0.471385604017446,0.698815816832381,-0.697650585082042,"Control"
-1.33929667241552,-1.65760558662455,-0.0135543194422316,"Control"
0.347349366453907,-0.676874505326244,0.903285445528247,"Control"
-1.17306215635365,-0.0783363692776564,-0.609985314367532,"Control"
0.488512119094397,1.40079572918479,-1.14508720128881,"Control"
-1.03780061516763,2.05955136889405,0.0509806481172673,"Control"
-1.32319964134006,-0.240357753503237,1.82479685806484,"Control"
-1.27466671524587,0.562220404948099,0.30020582662538,"Control"
-1.14143995378527,-1.07366913323148,-0.732238943649133,"Control"
0.0609031180872073,-0.0641949325353308,0.817392832179627,"Control"
-1.12978393970526,-0.719648374705359,0.982465171803525,"Control"
0.340144541557857,0.277909223189185,0.943160439873292,"Control"
0.644080591379478,0.81422783655642,-1.62670273739354,"Control"
1.15030310993115,0.573366888698336,1.84946953818971,"Control"
-1.24225450051401,0.454479409552413,-1.02109733814126,"Control"
0.447580435405766,0.725394875486109,0.430788016815419,"Control"
-0.386847045996592,0.438687040222634,-0.44543547969478,"Control"
-0.517935713665409,0.740651911495252,-0.503424587272201,"Control"
-0.610805012049717,1.06841952476261,1.10709528633421,"Control"
0.31649176773695,1.02735974675873,0.372798909237997,"Control"
2.10179294028626,0.474489979868839,-1.24233631499944,"Control"
-0.468384145627762,-0.0423521270246289,0.40891242093741,"Control"
0.322277603032525,-0.17847348816211,-0.548656206363514,"Control"
0.425697569034731,0.513980277285631,-0.486108045090142,"Control"
-1.33455315935028,-0.770927945299879,-1.33029843051292,"Control"
-1.08370802276578,-0.566050907330494,-0.458148242383862,"Control"
1.08240839325053,-0.985710788089639,-1.32676007215082,"Control"
-0.655812267710774,0.672153863859487,-0.602723443441507,"Control"
-1.6806250607263,-1.75487943977273,-0.222166297676669,"Control"
-1.01241351744762,0.00735796298279828,2.74360791606695,"Control"
-0.496052847294373,0.95206650969573,0.41347147463336,"Control"
0.499001953756945,-0.0149082950916039,0.732020940026058,"Control"
-0.59687587505135,-0.236404875308236,-1.10557739222772,"Control"
-1.48196549170373,-1.66059417329812,0.541176331814414,"Control"
0.322277603032525,-0.17847348816211,-0.548656206363514,"Control"
-1.05968348153867,1.84813677069357,-0.865915413788294,"Control"
0.313886348463483,-1.19324256147291,0.599109142456753,"Control"
0.393037401436622,-0.492038965779494,0.691742905536348,"Control"
0.201739602981606,1.14371276182561,1.06642272093884,"Control"
-1.08928296647416,0.363929136480272,-0.0462121686582779,"Control"
0.335425208895652,0.345730270996764,-0.332088877071447,"Control"
0.319680664787296,0.317544131394115,0.907844499224197,"Control"
-1.1136869086298,0.697599458415955,2.8208163493106,"Control"
0.0632891647452383,-0.284359360981485,-0.129588831532157,"Control"
-1.27999728715229,-0.930737059510876,1.08982346994917,"Control"
-0.727372583915049,-0.148237999844004,0.827979795768767,"Control"
-1.27459085278525,0.611287705528035,2.6276297009121,"Control"
-0.919544219063308,-0.320409650284561,1.13308804246054,"Control"
1.07107619449739,-0.176904007575018,-0.570588099176606,"Control"
-1.34827140476144,0.258043263660897,0.37285520617308,"Control"
-0.813842649114505,1.42981888435407,-1.50155011791172,"Control"
0.415222763877452,-0.457173800849532,0.168247794316804,"Control"
-0.490267011998798,-0.253766725225107,-0.507983640968151,"Control"
0.447332482539516,-0.388365362974702,0.287335802675268,"Control"
-0.982674103421606,0.346567286563401,0.551381582601294,"Control"
-0.530872427941338,-0.0594050387736929,-1.2295109584402,"Control"
-0.141006213572432,0.0203691538831347,-1.0810701838182,"Control"
-0.368372449291339,-1.08084948289007,-0.784256438268447,"Control"
-0.941742419732976,1.02196814026208,-1.02449363550294,"Control"
0.300470599122109,-0.340820785782652,0.861871606017649,"Control"
-1.22557399166167,-1.05869068092252,1.57860966257077,"Control"
-1.25278384887483,0.773635003148576,1.21710188853094,"Control"
0.28642853838407,-0.474677115862623,0.0941491542767759,"Control"
0.619600786763213,1.09883085791217,-1.08709809371139,"Control"
0.319680664787296,0.317544131394115,0.907844499224197,"Control"
2.30884376387787,1.58354431965425,-1.62675903432863,"Control"
0.453366270701341,-0.480438359434728,-0.490667098786093,"Control"
0.325466500082871,-0.888289103526722,-0.0136106163773141,"Control"
-0.350443083822073,-0.868520757456121,0.250334199222764,"Control"
-0.00248839390368316,-1.2191113505177,1.21217477057056,"Control"
-0.294691897315143,-0.727605041022931,1.47051805647058,"Control"
0.517996227870997,1.73938763213792,-0.176906952718481,"Control"
-0.286061079518668,0.237544995655718,0.420642131150225,"Control"
-0.517935713665409,0.740651911495252,-0.503424587272201,"Control"
0.626486347213123,0.943168848035317,-0.721151604711935,"Control"
-0.571804111629968,-0.734805892472369,0.346364259664038,"Control"
0.21626069878509,-0.374909634053625,0.845296337950826,"Control"
-1.22773340471053,-1.06414298632682,-1.24222372112928,"Control"
-1.37015427113248,0.0466286654604191,-0.544040855732481,"Control"
-0.198738144591923,-0.487249072017856,-1.35516088508347,"Control"
0.385092153092191,0.708341963737044,-1.20763536256219,"Control"
-1.26354540807993,0.029266815543548,0.0535528955270905,"Control"
-0.188455620452273,1.90959784154638,0.797236942649266,"Control"
-1.11376277109042,0.648532157836019,0.493392475023873,"Control"
-0.925922013164001,1.09922158044466,0.0629968624881405,"Control"
0.0602502936953637,-0.381363199198481,-1.77422825991483,"Control"
-1.08995760247874,0.621953099182292,-0.635046126873588,"Control"
0.970744373731949,0.0384246494859777,0.409788067622607,"Control"
1.63324951427156,0.0495202769777338,-0.122128602670629,"Control"
-0.487078114948452,-0.963582340589719,0.0270619490180487,"Control"
0.882719340226471,-0.364728133795338,0.195685092071939,"Control"
0.578669103074583,0.42343000421349,0.48877712439284,"Control"
-1.45190226235085,-0.158557310676773,0.819826086775635,"Control"
-0.233799649496121,0.39720406773043,2.85687356407493,"Control"
-0.664102770466234,-1.96021324732466,0.0371631672923764,"Control"
0.294608901365914,0.815945148558249,-0.544097152667564,"Control"
0.461298680816935,-0.303576333474667,-1.27236561987058,"Control"
0.25900778958371,1.63350175931855,0.242160422112877,"Control"
1.85675495825442,0.403156679289881,0.875325642821966,"Control"
-0.985863000471952,1.05638290192801,0.0163359926150938,"Control"
2.15870627889146,1.42152293542867,0.808023138103746,"Control"
0.706644736153672,0.88034804888542,2.33914451627078,"Control"
0.769164051137283,-0.722670536473154,-1.36792994470764,"Control"
-0.525868123781003,0.563789885535191,0.278273933812289,"Control"
-0.452506487167738,-1.06587103058111,1.52659216795145,"Control"
-0.879043245832202,0.763167860901071,0.104410701998738,"Control"
0.616995367489747,-1.12177145031947,-0.860787860492638,"Control"
-1.20338862922084,-1.02382551599256,1.05511455135122,"Control"
0.202310242529648,-0.409462206294042,-0.853298245039225,"Control"
